place_name;rating;address;city;province;makanan_khas
Basecamp Bosamba Rafting;4,2;Desa, Koanyar, Taman, Taman Krocok, Bondowoso Regency, East Java 68291, Indonesia;bondowoso;jawa timur;Tape Bondowoso
Wisata Jati sewu Gresik;4,2;RT.23/RW.06, Bongso Wetan, Pengalangan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Pantai Ria;4,2;Dekatagung, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Wisata Api Abadi;4,2;QFW6+2C6, Asemanis Satu, Larangan Tokol, Tlanakan, Pamekasan Regency, East Java 69371, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Air Terjun Toroan;4,2;4846+RWW, Talabang, Ketapang Daya, Ketapang, Sampang Regency, East Java 69261, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Pantai Jumiang;4,2;Jl. Pantai Jumiang, Jumiang, Tanjung, Pademawu, Pamekasan Regency, East Java 69323, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Heritage Caves Blaban;4,2;3FRP+G28, Rojing Daya, Blaban, Batumarmar, Pamekasan Regency, East Java 69354, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Wisata Alam Kesek;4,2;Unnamed Road, Kesek, Kec. Labang, Kabupaten Bangkalan, Jawa Timur 69163, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Taman Bukit Anjhir;4,2;VRG7+R8H, Sabunter, Kamoneng, Kec. Tragah, Kabupaten Bangkalan, Jawa Timur 69165, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Bromo Transit Park Tumpang;4,2;Dusun petung sewu RT28, RT.28/RW.4, Petung Sewu, Duwet, Kec. Tumpang, Kabupaten Malang, Jawa Timur 65156, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
LOKET WISATA BROMO TENGGER SEMERU VIA WONOKITRI;4,2;4W46+3Q5, Jl. Bromo, Pusung, Wonokitri, Kec. Tosari, Pasuruan, Jawa Timur 67177, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Wisata Jati sewu Gresik;4,2;RT.23/RW.06, Bongso Wetan, Pengalangan, Kec. Menganti, Kabupaten Gresik, Jawa Timur 61174, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Pantai Ria;4,2;Dekatagung, Kec. Sangkapura, Kabupaten Gresik, Jawa Timur 61181, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Akbar Cave;4,2;33V6+R6M, Semanding, Jarkali, Gedongombo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62317, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Sowan Beach;4,2;Bogoran, Bogorejo, Bancar, Tuban Regency, East Java 62354, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Sendang Wangi;4,2;4X6J+XMX, Krajan, Suruan, Kec. Merakurak, Kabupaten Tuban, Jawa Timur, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Gua Ngerong;4,2;Jl. Raya Rengel No.155, Dusun Purboyo Mayang, Rengel, Tuban Regency, East Java 62371, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Pantai Cemara Tuban;4,2;42RG+W8F, Jalan Tuban-Gresik Sendang Harjo, Sendang Harjo, Sugihwaras, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62319, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Sendang Asmoro Park;4,2;Krajan, Ngino, Semanding, Tuban Regency, East Java 62381, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Tuban Beach;4,2;Tuban, Tuban Regency, East Java 62314, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Demak Green Garden (DeGeGa);4,2;Area Sawah/Kebun, Gempolsongo, Kec. Mijen, Kabupaten Demak, Jawa Tengah, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Taman Kali Tuntang Lama;4,2;Petengan Selatan, Bintoro, Demak Sub-District, Demak Regency, Central Java 59511, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Wisata Mangrove Morodemak;4,2;5GCP+W58, Area Sawah, Morodemak, Kec. Bonang, Kabupaten Demak, Jawa Tengah 59552, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Wisata Hutan Mangrove;4,2;7JQC+8F9, Kedungmutih, Kec. Wedung, Kabupaten Demak, Jawa Tengah 59554, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Pantai Kartini;4,2;RT.01/RW.04, Rw. IV, Bulu, Jepara, Jepara Regency, Central Java 59418, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Kali Bening Jepara;4,2;Unnamed Road, Rw. 05, Tanjung, Kec. Pakis Aji, Kabupaten Jepara, Jawa Tengah 59452, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Wana Wisata Sreni Indah;4,2;Tirto, Bategede, Nalumsari, Jepara Regency, Central Java 59466, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Portuguese Fortress;4,2;Banyumanis rt2 rw6, Donorejo, Banyumanis, Kec. Donorojo, Kabupaten Jepara, Jawa Tengah 59454, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Gua Tritip Jepara;4,2;HWJR+74Q, Sidorejo, Ujungwatu, Kec. Donorojo, Kabupaten Jepara, Jawa Tengah 59454, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Curug Silancur;4,2;CPXH+QXW, Wadasmalang, Karangsambung, Pujegan, Wadasmalang, Kebumen, Kabupaten Kebumen, Jawa Tengah 54353, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Sianco Hill;4,2;7CG3+M38, desa, Bacok, Kalipoh, Ayah, Kebumen Regency, Central Java 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Hutan Mangrove Kebumen;4,2;Jalan Ayah - Karangbolong Argopeni, Area Sawah, Jetis, Kec. Ayah, Kabupaten Kebumen, Jawa Tengah 54473, Indonesia;kebumen;jawa tengah;Sate Ambal, Nasi Penggel, Yutuk
Air Terjun Montel;4,2;Area Hutan, Japan, Kec. Dawe, Kabupaten Kudus, Jawa Tengah 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Kali Banteng Waterfall;4,2;9V49+85P, Area Gn., Rahtawu, Gebog, Kudus Regency, Central Java 59333, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Holy Ternadi Nature;4,2;8VFJ+PVG, Area Kebun, Ternadi, Dawe, Kudus Regency, Central Java 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Krida Wisata Park Kudus;4,2;Jl. Gor Wergu Wetan, Wergu Wetan, Kota Kudus, Kudus Regency, Central Java 59318, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Wisata Puser Angin;4,2;Copras, Tanjungrejo, Kec. Jekulo, Kabupaten Kudus, Jawa Tengah 59382, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Sardi Park;4,2;Watulumpang, Kajar, Dawe, Kudus Regency, Central Java 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Bukit Krobo'an;4,2;Jl. Rahtawu Raya, Compok, Soco, Kec. Dawe, Kabupaten Kudus, Jawa Tengah 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Bendungan Logung;4,2;Area Waduk, Kandangmas, Dawe, Kudus Regency, Central Java 59353, Indonesia;kudus;jawa tengah;Soto Kudus, Jenang Kudus, Lentog Tanjung, Nasi Pindang
Jembatan Kaca - Jurang Koco Gunung Mujil;4,2;G695+84G, Kemirirejo, Magelang Tengah, Magelang City, Central Java 56122, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Sumber Mata Air kanoman;4,2;F6WR+J46, Sudimoro, Kadi Gn., Sidomulyo, Kec. Candimulyo, Kabupaten Magelang, Jawa Tengah 56191, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Alam Sewu;4,2;Area Sawah, Giripurno, Ngadirejo, Temanggung Regency, Central Java 56255, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Kartini Park;4,2;Jl. Secang - Temanggung No.119, Kauman, Kowangan, Temanggung, Temanggung Regency, Central Java 56218, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Progo River Park;4,2;Jl. Raya Kranggan, Projo, Madureso, Temanggung, Temanggung Regency, Central Java 56229, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Wisata Bukit Kembang Arum;4,2;V22W+85X, Prangkokan, Kec. Bejen, Kabupaten Temanggung, Jawa Tengah 56258, Indonesia;magelang;jawa tengah;Kupat Tahu, Mangut Beong, Sup Senerek, Getuk Gondok
Taman Wisata Laut Pekalongan;4,2;4MRQ+7XQ, Panjang Wetan, Kec. Pekalongan Utara, Kota Pekalongan, Jawa Tengah 51141, Indonesia;pekalongan;jawa tengah;Nasi Megono, Tauto, Pindang Tetel
Obyek Wisata Pacalan Paninggaran;4,2;RHGQ+PV7, Besuki, Paninggaran, Kec. Paninggaran, Kabupaten Pekalongan, Jawa Tengah 51164, Indonesia;pekalongan;jawa tengah;Nasi Megono, Tauto, Pindang Tetel
Wisata Bahari PPN Pekalongan;4,2;Jl. Wr. Supratman No.1, Panjang Wetan, Pekalongan Utara, Pekalongan City, Central Java 51141, Indonesia;pekalongan;jawa tengah;Nasi Megono, Tauto, Pindang Tetel
The Forest Island Purwokerto;4,2;Jl. Raya Baturaden No.Km. 6, Dusun I Pandak, Pandak, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia;purwokerto;jawa tengah;Soto Sokaraja, Tempe Mendoan, Getuk Goreng
New Small World (Taman Miniatur Dunia);4,2;Jl. Raya Baturaden Barat No.270, Ketenger, Dusun I Karangmangu, Karangmangu, Kec. Baturaden, Purwokerto, Jawa Tengah 53151, Indonesia;purwokerto;jawa tengah;Soto Sokaraja, Tempe Mendoan, Getuk Goreng
Brown Canyon;4,2;Rowosari, Tembalang, Semarang City, Central Java, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Marina Beach;4,2;29WP+4FC, Tawangsari, Semarang City, Central Java 50144, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Kampung Wisata Taman Lele Semarang;4,2;Jl. Walisongo No.KM, RW.10, Tambakaji, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50185, Indonesia;semarang;jawa tengah;Lumpia, Wingko Babat, Bandeng Presto, Ganjel Rel, Tahu Gimbal, Mie Kopyok
Curug Pengantin;4,2;R556+W4J, Ladang,Hutan, Guci, Bumijawa, Tegal Regency, Central Java 52466, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
Guciashafana;4,2;Jalan Raya Wisata Guci, Pekandangan, Rembul, Kec. Bojong, Kabupaten Tegal, Jawa Tengah 52466, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
Onsen Guci;4,2;Pekandangan, Rembul, Kec. Bojong, Kabupaten Tegal, Jawa Tengah, Indonesia;tegal;jawa tengah;Sate Tegal, Tahu Aci, Kupat Glabed, Teh Poci, Sauto
Gajah Mungkur Wonogiri;4,2;4WV6+X6J, Godean, Sendang, Wonogiri, Wonogiri Regency, Central Java 57615, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
Hutan Pinus Gumiwang Lor;4,2;4VQG+GMC, Tempurharjo, Gumiwang Lor, Wuryantoro, Wonogiri Regency, Central Java 57661, Indonesia;wonogiri;jawa tengah;Nasi Tiwul, Kacang Mete, Cabuk
Taman Rekreasi Kalianget Wonosobo;4,2;Jalan Dieng No.114, Anget, Kalianget, Wonosobo, Wonosobo Regency, Central Java 56319, Indonesia;wonosobo;jawa tengah;Mie Ongklok, Tempe Kemul, Carica
Curug Banyunibo;4,2;47JQ+R6R, Kabrokan Kulon, RT./rw:02/RW.00, Kabrokan Wetan, Sendangsari, Kec. Pajangan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55751, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Desa Wisata Lopati;4,2;3783+HHP, RT.92/RW.Lokasi, Lopati, Trimurti, Kec. Srandakan, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55762, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Ngantru Dam Kamijoro;4,2;4799+R36, Plambongan, Triwidadi, Pajangan, Bantul Regency, Special Region of Yogyakarta 55751, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Kalinampu Natural Park;4,2;Kalinampu, Seloharjo, Pundong, Bantul Regency, Special Region of Yogyakarta 55771, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Grand Puri Waterpark;4,2;Gabusan, Jl. Parangtritis No.KM. 9, Balong, Timbulharjo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55186, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
MUSEUM BANTUL MASA BELANDA;4,2;38J9+CRP, Jl. Ngringinan, Kedon, Palbapang, Kec. Bantul, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55764, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Mojo Gumelem Hill;4,2;2CVM+393, Kanigoro, Mangunan, Dlingo, Bantul Regency, Special Region of Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Candi Sentono;4,2;5FPC+RJ6, Blambangan, Karangan, Jogotirto, Berbah, Sleman Regency, Special Region of Yogyakarta 55573, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Kampung Flory Jogja;4,2;Rt 05, Rw 11, Jugang, Plaosan, Tridadi, Kec. Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55511, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Omah Salak Wisata Edukasi Jogja;4,2;Jalan Perum Gama Asri No.S-45, Kenteng, Wono Kerto, Turi, Sleman Regency, Special Region of Yogyakarta 55551, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
SKE City Park;4,2;Jl. Jambon, Sinduadi, Mlati, Sleman Regency, Special Region of Yogyakarta 55284, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Tourism Village Petung;4,2;9CWW+W8H, Dusun Petung, Desa Kepuharjo, Cangkringan, Petung, Kepuharjo, Sleman, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55583, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Wisata watu jagal;4,2;Plataran, Banyurejo, Kec. Tempel, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55552, Indonesia;sleman;yogyakarta;Gudeg, Bakpia, Sate Kelinci, Jadah Tempe
Watu Giring;4,2;2J3H+5FC, Jelok, RT.03/RW.03, Sambirejo, Pacarejo, Kec. Semanu, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta 55893, Indonesia;gunung kidul;yogyakarta;Gudeg, Tiwul, Belalang Goreng
Air Terjun LEPO Dlingo;4,2;Dusun, Jl. Pokoh, Dlingo, Kec. Dlingo, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55783, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Tempat Pemungutan Retribusi (TPR) Pantai Samas;4,2;Pantai samas, Kabupaten Bantul, Daerah Istimewa Yogyakarta 55763, Indonesia;bantul;yogyakarta;Gudeg, Bakpia, Sate Klathak, Mangut Lele, Geplak
Goa Sriti;4,2;Dukuh, Purwoharjo, Samigaluh, Kulon Progo Regency, Special Region of Yogyakarta 55673, Indonesia;kulon progo;yogyakarta;Gudeg, Geblek, Growol
Dago Dreampark;4,2;Mekarwangi, Jl. Dago Giri No.Km. 2.2, Pagerwangi, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40135, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Mushroom Hill Rancabolang Ciwidey;4,2;Sugihmukti, Pasirjambu, Bandung Regency, West Java 40972, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Curug Maribaya;4,2;5M93+WXW, Kampung Cikondang Lamajang Pangalengan, Cibodas, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391, Indonesia;bandung;jawa barat;Siomay, Batagor, Mie Kocok, Seblak, Cimol, Ambokueh, Colenak, Surabi, Peuyeum
Pantai Panjiwa;4,2;M4C6+MW9, Ds, Ilir, Kec. Kandanghaur, Kabupaten Indramayu, 45254, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Pantai Tiris Indramayu;4,2;Jl. Kali Cilik No.Desa, Pabeanilir, Pasekan, Indramayu Regency, West Java, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Pantai Wisata Tirtamaya;4,2;HCRG+W9J, Juntikedokan, Juntinyuat, Indramayu Regency, West Java 45282, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Pantai Rembat;4,2;HCGR+Q7R, Jalan Raya, Juntikedokan, Kec. Juntinyuat, Kabupaten Indramayu, Jawa Barat 45282, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Tiga Bintang Firdaus Waterboom Terisi Jatimulya;4,2;F4VW+MCQ, Jatimulya, Terisi, Indramayu Regency, West Java 45262, Indonesia;indramayu;jawa barat;Mangga Gedong Gincu, Pindang Gombyang
Curug Cilutung;4,2;274W+9W4, Talagakulon, Kec. Talaga, Kabupaten Majalengka, Jawa Barat 45463, Indonesia;majalengka;jawa barat;Kecap Majalengka, Jalakotek
Aquarium Indonesia Pangandaran;4,2;Komplek PPI Cikidang, Desa Babakan, RT.03/RW.08, Dusun Kelapa Tiga, Kab. Pangandaran, Jawa Barat 46396, Indonesia;pangandaran;jawa barat;Jambal Roti, Pindang Gunung
Pantai Cirewang;4,2;RV54+F8V, Pangarengan, Legonkulon, Pangarengan, Pamanukan, Kabupaten Subang, Jawa Barat, Indonesia;subang;jawa barat;Nanas Simadu
Hot Water Bathing Cikundul Tirta Daya Budi;4,2;Cikundul, Lembursitu, Sukabumi City, West Java, Indonesia;sukabumi;jawa barat;Mochi, Bubur Ayam Bunut
Pulau Cangkir;4,2;XCCR+9H5, Jl. Kronjo Tangerang, Kronjo, Kec. Kronjo, Kabupaten Tangerang, Banten 15550, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Taman Wisata Air Setu Cipondoh;4,2;RM3G+CW5, Jl. KH. Hasyim Ashari, RT.005/RW.002, Cipondoh, Kec. Cipondoh, Kota Tangerang, Banten 15148, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Danau Situ Bulakan Periuk Kota Tangerang;4,2;Jl. Villa Mutiara Pluit, Periuk, Kec. Periuk, Kota Tangerang, Banten 15131, Indonesia;tangeran;banten;Laksa Tangerang, Sayur Besan, Dodol Cilenggang
Pulau Pramuka;4,2;;jakarta;dki jakarta;Nasi Uduk, Soto Betawi, Ketoprak, Kerak Telor, Gado-Gado, Roti Buaya, Asinan Betawi, Kue Cucur
Belawan Waterfall;4,3;257G+RCF, Rengahrejo, Kalianyar, Ijen, Bondowoso Regency, East Java 68288, Indonesia;bondowoso;jawa timur;Tape Bondowoso
Gunung Kapur Suci;4,3;Jalan Ponganganrejo No. 34, Suci, Manyar, Suci, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Dynasty Water World Gresik;4,3;Jl. Rantau I No.27-29, Wonorejo, Yosowilangun, Manyar, Gresik Regency, East Java 61151, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Museum Sunan Giri;4,3;Jl. Sunan Giri No.2a, Pedukuhan, Kebomas, Gresik Regency, East Java 61124, Indonesia;gresik;jawa timur;Nasi Krawu, Pudak, Otak-otak Bandeng
Bukit Kapur Arosbaya;4,3;3V35+2RM, Plalangan Madura, Buduran, Arosbaya, Makam Air Mata, Buduran, Kec. Arosbaya, Kabupaten Bangkalan, Jawa Timur 69151, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Geger Hill;4,3;XWGJ+4X5, Laok Kunong, Geger, Bangkalan Regency, East Java 69152, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Puncak Ratu Pamekasan;4,3;Kongsi, Tebul Bar., Kec. Pegantenan, Kabupaten Pamekasan, Jawa Timur 69361, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Pantai Nepa;4,3;4622+X85, Monkey Forest of Nepa, Batioh, Kec. Banyuates, Kabupaten Sampang, Jawa Timur 69263, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Pantai Gebang;4,3;2Q7P+PPR, Jl. Raya Gebang, Gebang Barat, Gebang, Kec. Bangkalan, Kabupaten Bangkalan, Jawa Timur 69115, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Pantai Cemara Indah;4,3;4J62+GW5, Jalan Raya, Kec. Pasean, Madura Island, Jawa Timur 69356, Indonesia;madura;jawa timur;Sate Madura, Soto Madura, Bebek Sinjay, Bebek Songkem, Topak Ladeh
Open trip BROMO MALANG;4,3;Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Goa Pinus;4,3;5F2V+QJJ, Gg. Mbah Ba'i, Gunungsari, Bumiaji, Batu City, East Java 65391, Indonesia;malang;jawa timur;Bakso Malang, Cwie Mie Malang, Orem-orem, Mendol, Sari Apel, Wedang Angsle
Air Terjun Rambut Moyo;4,3;4VM6+96W, Palangsari, Puspo, Pasuruan Regency, East Java 67176, Indonesia;pasuruan;jawa timur;Kupat Tahu Pasuruan, Rawon
Gunung Kapur Suci;4,3;Jalan Ponganganrejo No. 34, Suci, Manyar, Suci, Kec. Gresik, Kabupaten Gresik, Jawa Timur 61151, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Dynasty Water World Gresik;4,3;Jl. Rantau I No.27-29, Wonorejo, Yosowilangun, Manyar, Gresik Regency, East Java 61151, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Museum Sunan Giri;4,3;Jl. Sunan Giri No.2a, Pedukuhan, Kebomas, Gresik Regency, East Java 61124, Indonesia;surabaya;jawa timur;Rawon, Rujak Cingur, Lontong Balap, Tahu Tek, Tahu Telor, Soto Sulung, Sate Klopo, Lapis Surabaya, Krengsengan
Pantai Kelapa Tuban;4,3;Jl. Gresik No.KM, RW.1, Kepoh, Panyuran, Kec. Palang, Kabupaten Tuban, Jawa Timur 62391, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Goa Suci Palang;4,3;3565+6XC, Karang Langan, Leran Wetan, Palang, Tuban Regency, East Java 62391, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Pemandian Bektiharjo;4,3;325X+QQV, Unnamed Rd, Krajan, Prunggahan Kulon, Semanding, Tuban Regency, East Java 62381, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Tanazawi Kebun Durian Montong Tuban;4,3;Sendang, Bringin, Montong, Tuban Regency, East Java 62357, Indonesia;tuban;jawa timur;Kare Rajungan, Dumbek
Taman Mangrove Morosari Demak;4,3;3FMM+H4J, Tambaksari, Bedono, Sayung, Demak Regency, Central Java 59563, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Pantai Glagah Wangi Istambul;4,3;Desa Tambakbulusan, Dukuh, Bongsari, Kec. Karangtengah, Kabupaten Demak, Jawa Tengah, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Hutan Mangrove;4,3;3FMJ+JXP, Tambaksari, Sidogemah, Sayung, Demak Regency, Central Java 59563, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Rowo Mijen Demak;4,3;Kotakan, Kotaan, Kec. Karanganyar, Kabupaten Demak, Jawa Tengah 59582, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Mahesa Jenar City Park;4,3;3JWH+XCX, Katonsari, Demak Sub-District, Demak Regency, Central Java 59511, Indonesia;demak;jawa tengah;Asem-asem Demak, Nasi Ndoreng, Wedang Pekak
Kura-Kura Ocean Park;4,3;CJ6W+G29, Pantai Kartini, Rw. IV, Bulu, Jepara, Jepara Regency, Central Java, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
Pantai Blebak Jepara;4,3;RW.07, Rw8, Sekuro, Kec. Mlonggo, Kabupaten Jepara, Jawa Tengah 59452, Indonesia;jepara;jawa tengah;Pindang Serani, Horog-horog, Adon-adon Coro
